EventType,StartTime,ReceivedDatetime,TotalTime,LastActionCode,JobId,LastActionSuccess,LastActionDatetime,ProcessStartDatetime,ActionDatetime
JOB_PROCESSED,2025-01-20T23:41:27.687995234+09:00,2025-01-20T23:41:29.573902511+09:00,1885ms,CREATE_USER_PROFILE,a2022282a0816318e8928cc110555100,true,2025-01-20T14:41:28.19689871,,2025-01-20T14:41:28.19689871
JOB_PROCESSED,2025-01-20T23:41:27.687995234+09:00,2025-01-20T23:41:30.582998111+09:00,2895ms,CREATE_USER_PREFERENCE,a2022282a0816318e8928cc110555100,true,2025-01-20T14:41:29.325218719,,2025-01-20T14:41:29.325218719
JOB_SUCCESS,2025-01-20T23:41:27.687995234+09:00,2025-01-20T23:41:30.750776763+09:00,3062ms,CREATE_USER_PREFERENCE,a2022282a0816318e8928cc110555100,true,2025-01-20T14:41:29.325218719,2025-01-20T14:41:27.504335219,2025-01-20T14:41:30.362298745
