EventType,StartTime,ReceivedDatetime,TotalTime,LastActionCode,JobId,LastActionSuccess,LastActionDatetime,ProcessStartDatetime,ActionDatetime
JOB_PROCESSED,2024-12-10T06:48:24.370963877+09:00,2024-12-10T06:49:55.522184633+09:00,88788ms,CREATE_USER_PROFILE,000202a8a209eb2de4d91631010144f2,true,2024-12-09T21:48:31.110325374,,2024-12-09T21:48:31.110325374
JOB_PROCESSED,2024-12-10T06:48:24.370963877+09:00,2024-12-10T06:50:20.303309243+09:00,113569ms,CREATE_USER_PREFERENCE,000202a8a209eb2de4d91631010144f2,true,2024-12-09T21:48:38.424363785,,2024-12-09T21:48:38.424363785
JOB_SUCCESS,2024-12-10T06:48:24.370963877+09:00,2024-12-10T06:50:20.303400842+09:00,113569ms,CREATE_USER_PREFERENCE,000202a8a209eb2de4d91631010144f2,true,2024-12-09T21:48:38.424363785,2024-12-09T21:48:22.868016774,2024-12-09T21:48:51.9090875
