EventType,StartTime,ReceivedDatetime,TotalTime,LastActionCode,JobId,LastActionSuccess,LastActionDatetime,ProcessStartDatetime,ActionDatetime
JOB_PROCESSED,2024-12-09T21:58:21.339304863+09:00,2024-12-09T21:58:24.835500417+09:00,3496ms,VALIDATE_FILE_OBJECT,800a008a2083c32d4ecf9df550455543,true,2024-12-09T12:58:19.633285003,,2024-12-09T12:58:19.633285003
JOB_PROCESSED,2024-12-09T21:58:21.339304863+09:00,2024-12-09T21:59:07.050044348+09:00,45710ms,CREATE_FILE_OBJECT,800a008a2083c32d4ecf9df550455543,true,2024-12-09T12:58:25.480801378,,2024-12-09T12:58:25.480801378
JOB_SUCCESS,2024-12-09T21:58:21.339304863+09:00,2024-12-09T21:59:07.050331063+09:00,45711ms,CREATE_FILE_OBJECT,800a008a2083c32d4ecf9df550455543,true,2024-12-09T12:58:25.480801378,2024-12-09T12:58:19.621991464,2024-12-09T12:59:03.18232321
