EventType,StartTime,ReceivedDatetime,TotalTime,LastActionCode,JobId,LastActionSuccess,LastActionDatetime
JOB_PROCESSED,2024-12-09T04:51:10.668004311+09:00,2024-12-09T04:51:13.510589571+09:00,2842ms,CREATE_USER_PROFILE,a02202aa808b6b056417d92514445511,true,2024-12-08T19:51:11.355980493
JOB_PROCESSED,2024-12-09T04:51:10.668004311+09:00,2024-12-09T04:51:14.36416164+09:00,3696ms,CREATE_USER_PREFERENCE,a02202aa808b6b056417d92514445511,true,2024-12-08T19:51:12.357714314
JOB_SUCCESS,2024-12-09T04:51:10.668004311+09:00,2024-12-09T04:51:14.423550221+09:00,3755ms,CREATE_USER_PREFERENCE,a02202aa808b6b056417d92514445511,true,2024-12-08T19:51:12.357714314
