EventType,StartTime,ReceivedDatetime,TotalTime,LastActionCode,JobId,LastActionSuccess,LastActionDatetime
JOB_PROCESSED,2024-12-09T05:05:25.055917419+09:00,2024-12-09T05:05:35.962572559+09:00,10906ms,VALIDATE_FILE_OBJECT,020200aaa009eb2dc49dde2014504515,true,2024-12-08T20:05:24.154568087
JOB_PROCESSED,2024-12-09T05:05:25.055917419+09:00,2024-12-09T05:05:42.140752436+09:00,17084ms,CREATE_FILE_OBJECT,020200aaa009eb2dc49dde2014504515,true,2024-12-08T20:05:26.491784955
JOB_SUCCESS,2024-12-09T05:05:25.055917419+09:00,2024-12-09T05:05:42.140971328+09:00,17085ms,CREATE_FILE_OBJECT,020200aaa009eb2dc49dde2014504515,true,2024-12-08T20:05:26.491784955
