EventType,StartTime,ReceivedDatetime,TotalTime,LastActionCode,JobId,LastActionSuccess,LastActionDatetime,ProcessStartDatetime,ActionDatetime
JOB_PROCESSED,2025-01-20T23:46:44.128960095+09:00,2025-01-20T23:46:45.048448786+09:00,919ms,VALIDATE_FILE_OBJECT,a2022282a0816318e8928cd404101476,true,2025-01-20T14:46:44.079670742,,2025-01-20T14:46:44.079670742
JOB_PROCESSED,2025-01-20T23:46:44.128960095+09:00,2025-01-20T23:46:46.158280405+09:00,2029ms,CREATE_FILE_OBJECT,a2022282a0816318e8928cd404101476,true,2025-01-20T14:46:44.622111969,,2025-01-20T14:46:44.622111969
JOB_SUCCESS,2025-01-20T23:46:44.128960095+09:00,2025-01-20T23:46:46.158795926+09:00,2029ms,CREATE_FILE_OBJECT,a2022282a0816318e8928cd404101476,true,2025-01-20T14:46:44.622111969,2025-01-20T14:46:44.079271213,2025-01-20T14:46:45.763617601
