EventType,StartTime,ReceivedDatetime,TotalTime,LastActionCode,JobId,LastActionSuccess,LastActionDatetime
JOB_PROCESSED,2024-12-09T05:57:08.971436771+09:00,2024-12-09T05:57:10.6898818+09:00,1718ms,CREATE_USER_PROFILE,a02202aa808b6b056442887551010542,true,2024-12-08T20:57:09.671676558
JOB_PROCESSED,2024-12-09T05:57:08.971436771+09:00,2024-12-09T05:57:11.671994784+09:00,2700ms,CREATE_USER_PREFERENCE,a02202aa808b6b056442887551010542,true,2024-12-08T20:57:10.670788547
JOB_SUCCESS,2024-12-09T05:57:08.971436771+09:00,2024-12-09T05:57:11.686178499+09:00,2714ms,CREATE_USER_PREFERENCE,a02202aa808b6b056442887551010542,true,2024-12-08T20:57:10.670788547
