EventType,StartTime,ReceivedDatetime,TotalTime,LastActionCode,JobId,LastActionSuccess,LastActionDatetime
JOB_PROCESSED,2024-12-09T05:06:27.968289521+09:00,2024-12-09T05:06:30.25013556+09:00,2281ms,VALIDATE_TASK,a02202aa808b6b056417dc2111445552,true,2024-12-08T20:06:24.310936286
JOB_PROCESSED,2024-12-09T05:06:27.968289521+09:00,2024-12-09T05:06:33.125678871+09:00,5157ms,VALIDATE_USER,a02202aa808b6b056417dc2111445552,true,2024-12-08T20:06:25.063349275
JOB_PROCESSED,2024-12-09T05:06:27.968289521+09:00,2024-12-09T05:06:37.76903059+09:00,9800ms,VALIDATE_TEAM,a02202aa808b6b056417dc2111445552,true,2024-12-08T20:06:28.098414699
JOB_PROCESSED,2024-12-09T05:06:27.968289521+09:00,2024-12-09T05:06:39.074412162+09:00,11106ms,VALIDATE_FILE_OBJECT,a02202aa808b6b056417dc2111445552,true,2024-12-08T20:06:30.705904687
JOB_PROCESSED,2024-12-09T05:06:27.968289521+09:00,2024-12-09T05:06:48.584812555+09:00,20616ms,CREATE_TASK_AND_ATTACH_FILE_OBJECT,a02202aa808b6b056417dc2111445552,true,2024-12-08T20:06:35.159601409
JOB_SUCCESS,2024-12-09T05:06:27.968289521+09:00,2024-12-09T05:06:48.584979901+09:00,20616ms,CREATE_TASK_AND_ATTACH_FILE_OBJECT,a02202aa808b6b056417dc2111445552,true,2024-12-08T20:06:35.159601409
