EventType,StartTime,ReceivedDatetime,TotalTime,LastActionCode,JobId,LastActionSuccess,LastActionDatetime
JOB_PROCESSED,2024-12-09T06:07:20.343053005+09:00,2024-12-09T06:07:20.734585049+09:00,391ms,VALIDATE_TEAM,a02202aa808b6b056442896104101514,true,2024-12-08T21:07:20.335143382
JOB_PROCESSED,2024-12-09T06:07:20.343053005+09:00,2024-12-09T06:07:22.233264608+09:00,1890ms,VALIDATE_ORGANIZATION_AND_ORGANIZATION_USER_EXIST,a02202aa808b6b056442896104101514,true,2024-12-08T21:07:20.460415794
JOB_PROCESSED,2024-12-09T06:07:20.343053005+09:00,2024-12-09T06:07:23.720303618+09:00,3377ms,CREATE_TEAM_AND_ADD_INITIAL_TEAM_USER,a02202aa808b6b056442896104101514,true,2024-12-08T21:07:21.939040505
JOB_SUCCESS,2024-12-09T06:07:20.343053005+09:00,2024-12-09T06:07:23.733520094+09:00,3390ms,CREATE_TEAM_AND_ADD_INITIAL_TEAM_USER,a02202aa808b6b056442896104101514,true,2024-12-08T21:07:21.939040505
