EventType,StartTime,ReceivedDatetime,TotalTime,LastActionCode,JobId,LastActionSuccess,LastActionDatetime,ProcessStartDatetime,ActionDatetime
JOB_PROCESSED,2024-12-10T02:10:57.358371548+09:00,2024-12-10T02:11:03.031128063+09:00,5672ms,VALIDATE_TASK,a202028a80896305e6f21e1501100145,true,2024-12-09T17:10:56.815432423,,2024-12-09T17:10:56.815432423
JOB_PROCESSED,2024-12-10T02:10:57.358371548+09:00,2024-12-10T02:11:14.387572747+09:00,17029ms,VALIDATE_USER,a202028a80896305e6f21e1501100145,true,2024-12-09T17:10:59.764171133,,2024-12-09T17:10:59.764171133
JOB_PROCESSED,2024-12-10T02:10:57.358371548+09:00,2024-12-10T02:11:21.434057893+09:00,24075ms,VALIDATE_TEAM,a202028a80896305e6f21e1501100145,true,2024-12-09T17:11:05.049535716,,2024-12-09T17:11:05.049535716
JOB_PROCESSED,2024-12-10T02:10:57.358371548+09:00,2024-12-10T02:11:28.394814172+09:00,31036ms,VALIDATE_FILE_OBJECT,a202028a80896305e6f21e1501100145,true,2024-12-09T17:11:12.468180431,,2024-12-09T17:11:12.468180431
JOB_PROCESSED,2024-12-10T02:10:57.358371548+09:00,2024-12-10T02:11:39.677639951+09:00,42319ms,CREATE_TASK_AND_ATTACH_FILE_OBJECT,a202028a80896305e6f21e1501100145,true,2024-12-09T17:11:19.555204618,,2024-12-09T17:11:19.555204618
JOB_SUCCESS,2024-12-10T02:10:57.358371548+09:00,2024-12-10T02:11:39.677782306+09:00,42319ms,CREATE_TASK_AND_ATTACH_FILE_OBJECT,a202028a80896305e6f21e1501100145,true,2024-12-09T17:11:19.555204618,2024-12-09T17:10:56.811310032,2024-12-09T17:11:27.153875681
