EventType,StartTime,ReceivedDatetime,TotalTime,LastActionCode,JobId,LastActionSuccess,LastActionDatetime,ProcessStartDatetime,ActionDatetime
JOB_PROCESSED,2024-12-10T02:10:55.814223186+09:00,2024-12-10T02:10:57.355693809+09:00,1541ms,VALIDATE_TASK,a202028a80896305e6f21e1500545014,true,2024-12-09T17:10:55.454424183,,2024-12-09T17:10:55.454424183
JOB_PROCESSED,2024-12-10T02:10:55.814223186+09:00,2024-12-10T02:11:10.048349211+09:00,14234ms,VALIDATE_USER,a202028a80896305e6f21e1500545014,true,2024-12-09T17:10:56.076306818,,2024-12-09T17:10:56.076306818
JOB_PROCESSED,2024-12-10T02:10:55.814223186+09:00,2024-12-10T02:11:14.39068546+09:00,18576ms,VALIDATE_TEAM,a202028a80896305e6f21e1500545014,true,2024-12-09T17:11:00.162604289,,2024-12-09T17:11:00.162604289
JOB_PROCESSED,2024-12-10T02:10:55.814223186+09:00,2024-12-10T02:11:22.425413961+09:00,26611ms,VALIDATE_FILE_OBJECT,a202028a80896305e6f21e1500545014,true,2024-12-09T17:11:05.555147014,,2024-12-09T17:11:05.555147014
JOB_PROCESSED,2024-12-10T02:10:55.814223186+09:00,2024-12-10T02:11:29.317173356+09:00,33502ms,CREATE_TASK_AND_ATTACH_FILE_OBJECT,a202028a80896305e6f21e1500545014,true,2024-12-09T17:11:12.773431629,,2024-12-09T17:11:12.773431629
JOB_SUCCESS,2024-12-10T02:10:55.814223186+09:00,2024-12-10T02:11:29.317381217+09:00,33503ms,CREATE_TASK_AND_ATTACH_FILE_OBJECT,a202028a80896305e6f21e1500545014,true,2024-12-09T17:11:12.773431629,2024-12-09T17:10:55.452199622,2024-12-09T17:11:19.767020939
