Success,SendDatetime,ReceivedDatetime,ResponseTime,StatusCode,CPUUsage,AuthCPUUsage,WebsocketCPUUsage,WebGatewayCPUUsage,JobCPUUsage,UserProfileCPUUsage,UserPreferenceCPUUsage,OrganizationCPUUsage,TeamCPUUsage,PlanCPUUsage,StorageCPUUsage
true,2024-12-09T02:12:01.941702366+09:00,2024-12-09T02:12:02.196380721+09:00,254,200,80.591381,80.591381,147.719366,61.631186,329.554872,182.64428,145.335429,197.080054,178.108171,182.696514,145.402947
true,2024-12-09T02:12:06.941804089+09:00,2024-12-09T02:12:06.970686106+09:00,28,200,80.618793,80.618793,147.719366,61.631186,329.554872,182.64428,145.335429,197.421414,178.186229,182.696514,145.402947
true,2024-12-09T02:12:11.941921147+09:00,2024-12-09T02:12:11.981130875+09:00,39,200,80.618793,80.618793,147.719366,62.329325,331.879577,182.64428,145.335429,197.421414,178.186229,182.696514,145.402947
true,2024-12-09T02:12:16.941866335+09:00,2024-12-09T02:12:16.979484598+09:00,37,200,80.618793,80.618793,148.81132,62.329325,331.879577,182.789329,145.448261,199.336003,178.186229,182.815418,145.454976
true,2024-12-09T02:12:21.941103686+09:00,2024-12-09T02:12:21.966022593+09:00,24,200,80.618793,80.618793,148.81132,63.32423,331.879577,182.789329,145.448261,199.336003,178.186229,182.815418,145.454976
true,2024-12-09T02:12:26.942279113+09:00,2024-12-09T02:12:26.968431059+09:00,26,200,80.656347,80.656347,148.81132,63.32423,331.879577,182.924554,145.448261,199.336003,178.336663,183.14632,145.528282
true,2024-12-09T02:12:31.941580457+09:00,2024-12-09T02:12:31.962860446+09:00,21,200,80.656347,80.656347,148.81132,63.32423,334.139869,182.924554,145.448261,199.336003,178.336663,183.14632,145.528282
true,2024-12-09T02:12:36.94121726+09:00,2024-12-09T02:12:36.968915397+09:00,27,200,80.656347,80.656347,150.214561,63.32423,334.139869,182.924554,145.525809,200.52162,178.427308,183.246659,145.567883
true,2024-12-09T02:12:41.942372415+09:00,2024-12-09T02:12:41.96801364+09:00,25,200,80.656347,80.656347,150.214561,64.484298,334.139869,182.924554,145.525809,200.52162,178.427308,183.246659,145.567883
true,2024-12-09T02:12:46.941397851+09:00,2024-12-09T02:12:46.984946184+09:00,43,200,80.693295,80.693295,151.501758,64.484298,334.139869,183.019111,145.525809,202.460929,178.505682,183.246659,145.567883
true,2024-12-09T02:12:51.941558659+09:00,2024-12-09T02:12:51.966378998+09:00,24,200,80.693295,80.693295,151.501758,64.484298,336.340949,183.019111,145.525809,202.460929,178.505682,183.246659,145.567883
true,2024-12-09T02:12:56.941233761+09:00,2024-12-09T02:12:56.960779457+09:00,19,200,80.714712,80.714712,151.501758,64.484298,336.340949,183.094203,145.638399,202.460929,178.616722,183.398572,145.638775
true,2024-12-09T02:13:01.941765666+09:00,2024-12-09T02:13:01.964493699+09:00,22,200,80.714712,80.714712,151.501758,65.621452,337.462072,183.094203,145.638399,202.460929,178.616722,183.398572,145.638775
true,2024-12-09T02:13:06.941775514+09:00,2024-12-09T02:13:06.966351037+09:00,24,200,80.714712,80.714712,152.255261,65.621452,337.462072,183.204328,145.697295,204.018032,178.616722,183.398572,145.638775
true,2024-12-09T02:13:11.941902184+09:00,2024-12-09T02:13:11.963953831+09:00,22,200,80.714712,80.714712,152.255261,66.138176,338.624623,183.204328,145.697295,204.018032,178.616722,183.398572,145.638775
true,2024-12-09T02:13:16.941513976+09:00,2024-12-09T02:13:16.978958219+09:00,37,200,80.739984,80.739984,152.255261,66.138176,338.624623,183.280134,145.794969,204.018032,178.703595,183.551838,145.689344
true,2024-12-09T02:13:21.942202852+09:00,2024-12-09T02:13:21.96324964+09:00,21,200,80.739984,80.739984,152.255261,66.736783,338.624623,183.280134,145.794969,204.018032,178.703595,183.551838,145.689344
true,2024-12-09T02:13:26.941859994+09:00,2024-12-09T02:13:26.966693485+09:00,24,200,80.778883,80.778883,153.179636,66.736783,338.624623,183.357697,145.794969,205.612457,178.807173,183.551838,145.748205
true,2024-12-09T02:13:31.941902079+09:00,2024-12-09T02:13:31.961844606+09:00,19,200,80.778883,80.778883,153.179636,67.146265,340.162765,183.357697,145.794969,205.612457,178.807173,183.551838,145.748205
true,2024-12-09T02:13:36.941793138+09:00,2024-12-09T02:13:36.968635035+09:00,26,200,80.778883,80.778883,153.787728,67.146265,340.162765,183.357697,145.880048,205.612457,178.887515,183.699995,145.748205
true,2024-12-09T02:13:41.941344221+09:00,2024-12-09T02:13:41.962292655+09:00,20,200,80.778883,80.778883,153.787728,67.146265,341.231368,183.357697,145.880048,205.612457,178.887515,183.699995,145.748205
true,2024-12-09T02:13:46.941458377+09:00,2024-12-09T02:13:46.975754559+09:00,34,200,80.821867,80.821867,154.53761,67.146265,341.231368,183.48973,145.880048,206.604314,178.887515,183.699995,145.802001
true,2024-12-09T02:13:51.942132025+09:00,2024-12-09T02:13:51.96885184+09:00,26,200,80.821867,80.821867,154.53761,68.663701,343.061744,183.48973,145.880048,206.604314,178.887515,183.699995,145.802001
true,2024-12-09T02:13:56.941715473+09:00,2024-12-09T02:13:56.962030244+09:00,20,200,80.842243,80.842243,155.79749,68.663701,343.061744,183.574893,145.988383,207.713141,179.04034,183.864784,145.851811
true,2024-12-09T02:14:01.941323863+09:00,2024-12-09T02:14:01.967963322+09:00,26,200,80.842243,80.842243,155.79749,69.394953,343.061744,183.574893,145.988383,207.713141,179.04034,183.864784,145.851811
true,2024-12-09T02:14:06.941572798+09:00,2024-12-09T02:14:06.965093147+09:00,23,200,80.859611,80.859611,156.133556,69.394953,343.061744,183.574893,146.055947,207.713141,179.121884,183.957863,145.90909
true,2024-12-09T02:14:11.941828598+09:00,2024-12-09T02:14:11.973066066+09:00,31,200,80.859611,80.859611,156.133556,69.394953,344.632294,183.574893,146.055947,207.713141,179.121884,183.957863,145.90909
