EventType,StartTime,ReceivedDatetime,TotalTime,LastActionCode,JobId,LastActionSuccess,LastActionDatetime
JOB_PROCESSED,2024-12-09T05:05:24.322046133+09:00,2024-12-09T05:05:37.64358386+09:00,13321ms,VALIDATE_FILE_OBJECT,020200aaa009eb2dc49dde2014444010,true,2024-12-08T20:05:24.401598335
JOB_PROCESSED,2024-12-09T05:05:24.322046133+09:00,2024-12-09T05:05:43.892763866+09:00,19570ms,CREATE_FILE_OBJECT,020200aaa009eb2dc49dde2014444010,true,2024-12-08T20:05:27.021303051
JOB_SUCCESS,2024-12-09T05:05:24.322046133+09:00,2024-12-09T05:05:43.892943338+09:00,19570ms,CREATE_FILE_OBJECT,020200aaa009eb2dc49dde2014444010,true,2024-12-08T20:05:27.021303051
