EventType,StartTime,ReceivedDatetime,TotalTime,LastActionCode,JobId,LastActionSuccess,LastActionDatetime
JOB_PROCESSED,2024-12-09T04:51:28.725264941+09:00,2024-12-09T04:51:29.595308419+09:00,870ms,VALIDATE_TASK,a02202aa808b6b056417d92545001109,true,2024-12-08T19:51:28.693789507
JOB_PROCESSED,2024-12-09T04:51:28.725264941+09:00,2024-12-09T04:51:30.529401761+09:00,1804ms,VALIDATE_USER,a02202aa808b6b056417d92545001109,true,2024-12-08T19:51:29.141428993
JOB_PROCESSED,2024-12-09T04:51:28.725264941+09:00,2024-12-09T04:51:31.573474456+09:00,2848ms,VALIDATE_TEAM,a02202aa808b6b056417d92545001109,true,2024-12-08T19:51:30.125401772
JOB_PROCESSED,2024-12-09T04:51:28.725264941+09:00,2024-12-09T04:51:33.55554637+09:00,4830ms,VALIDATE_FILE_OBJECT,a02202aa808b6b056417d92545001109,true,2024-12-08T19:51:31.142263577
JOB_PROCESSED,2024-12-09T04:51:28.725264941+09:00,2024-12-09T04:51:34.6586757+09:00,5933ms,CREATE_TASK_AND_ATTACH_FILE_OBJECT,a02202aa808b6b056417d92545001109,true,2024-12-08T19:51:33.15682251
JOB_SUCCESS,2024-12-09T04:51:28.725264941+09:00,2024-12-09T04:51:34.658773798+09:00,5933ms,CREATE_TASK_AND_ATTACH_FILE_OBJECT,a02202aa808b6b056417d92545001109,true,2024-12-08T19:51:33.15682251
