EventType,StartTime,ReceivedDatetime,TotalTime,LastActionCode,JobId,LastActionSuccess,LastActionDatetime
JOB_PROCESSED,2024-12-09T05:05:24.15565766+09:00,2024-12-09T05:05:35.963313426+09:00,11807ms,CREATE_USER_PROFILE,020200aaa009eb2dc49dde2014154504,true,2024-12-08T20:05:25.255938352
JOB_PROCESSED,2024-12-09T05:05:24.15565766+09:00,2024-12-09T05:05:42.140260497+09:00,17984ms,CREATE_USER_PREFERENCE,020200aaa009eb2dc49dde2014154504,true,2024-12-08T20:05:26.992780818
JOB_SUCCESS,2024-12-09T05:05:24.15565766+09:00,2024-12-09T05:05:42.140398266+09:00,17984ms,CREATE_USER_PREFERENCE,020200aaa009eb2dc49dde2014154504,true,2024-12-08T20:05:26.992780818
