EventType,StartTime,ReceivedDatetime,TotalTime,LastActionCode,JobId,LastActionSuccess,LastActionDatetime,ProcessStartDatetime,ActionDatetime
JOB_PROCESSED,2024-12-09T21:33:37.846472921+09:00,2024-12-09T21:33:40.847909972+09:00,3001ms,VALIDATE_ORGANIZATION,800a008a2083c32d4ecf9ce105000118,true,2024-12-09T12:33:37.82425063,,2024-12-09T12:33:37.82425063
JOB_PROCESSED,2024-12-09T21:33:37.846472921+09:00,2024-12-09T21:33:43.787461162+09:00,5940ms,VALIDATE_USER,800a008a2083c32d4ecf9ce105000118,true,2024-12-09T12:33:38.998305357,,2024-12-09T12:33:38.998305357
JOB_PROCESSED,2024-12-09T21:33:37.846472921+09:00,2024-12-09T21:33:45.771232641+09:00,7924ms,CREATE_ORGANIZATION_AND_ADD_INITIAL_ORGANIZATION_USER,800a008a2083c32d4ecf9ce105000118,true,2024-12-09T12:33:40.936507215,,2024-12-09T12:33:40.936507215
JOB_PROCESSED,2024-12-09T21:33:37.846472921+09:00,2024-12-09T21:33:48.792775326+09:00,10946ms,CREATE_DEFAULT_TEAM_AND_ADD_INITIAL_DEFAULT_TEAM_USER,800a008a2083c32d4ecf9ce105000118,true,2024-12-09T12:33:42.858564174,,2024-12-09T12:33:42.858564174
JOB_SUCCESS,2024-12-09T21:33:37.846472921+09:00,2024-12-09T21:33:48.792860382+09:00,10946ms,CREATE_DEFAULT_TEAM_AND_ADD_INITIAL_DEFAULT_TEAM_USER,800a008a2083c32d4ecf9ce105000118,true,2024-12-09T12:33:42.858564174,2024-12-09T12:33:37.82147846,2024-12-09T12:33:48.16432426
